19313925217	16569963779	20230810230913	0490
14410679238	16160892861	20231130163317	0224
15280214634	19154926260	20230928174724	0594
16574556259	18101213362	20230311080817	1232
18840172592	15781588029	20230311235226	0780
15280214634	14397114174	20230802234649	0385
13319935953	15884588694	20231002031357	0706
19342117869	13319935953	20231203124528	0757
15280214634	13319935953	20231211053357	0238
17885275338	15244749863	20230731155452	0694
19602240179	19154926260	20231119151000	0796
16569963779	16574556259	20230827010859	1523
16574556259	17336673697	20230319101121	0822
19565082510	17405139883	20230831072432	0039
17336673697	15305526350	20230522162106	0641
17885275338	13319935953	20231118172407	1054
18101213362	15884588694	20230814114255	1422
15781588029	16574556259	20231206093607	1000
19154926260	15305526350	20231021135740	1756
17405139883	13319935953	20230606055851	0889
14171709460	18101213362	20230829015732	0626
18840172592	19683537146	20230805043906	1528
16569963779	19313925217	20230711014646	1158
15244749863	15280214634	20230812191353	0630
14397114174	17336673697	20231021010054	0759
15305526350	18840172592	20230205121804	0081
16574556259	17405139883	20230609162602	0317
16574556259	14930423697	20231116194141	0542
14930423697	14171709460	20231007014532	0879
13319935953	15781588029	20230123221347	0708
19313925217	16569963779	20231027083249	1116
17336673697	14397114174	20231024163133	1743
19602240179	15647679901	20230806004034	1541
17405139883	19313925217	20231123031349	1638
14930423697	13319935953	20231024192321	1641
14930423697	15244749863	20231102113848	0142
17885275338	16574556259	20230110055035	1363
15280214634	15884588694	20230408004128	0893
19154926260	19342117869	20230529150211	1319
19154926260	15781588029	20230601052357	1318
18840172592	14397114174	20231229151055	0206
15305526350	17336673697	20230123235134	0580
17405139883	19313925217	20230810071226	0946
18840172592	17405139883	20230202031923	1261
15781588029	19154926260	20230808161008	0487
13319935953	15884588694	20231003120617	0578
16160892861	19602240179	20230718065417	0948
18101213362	19565082510	20230428151802	1266
14930423697	16574556259	20231113235851	1413
14410679238	16160892861	20230830225305	0119
19683537146	14410679238	20230903173847	0796
16574556259	19565082510	20230712134055	1493
19154926260	18840172592	20230629003710	0189
19154926260	19565082510	20230111232218	0875
14410679238	14171709460	20231025153026	1599
19154926260	19342117869	20230702060712	0668
15884588694	14410679238	20230703225123	0195
15305526350	14171709460	20230428044045	0160
15305526350	15244749863	20230926032255	0739
18840172592	19683537146	20231125134226	0584
15305526350	17885275338	20230301115342	1526
14171709460	19154926260	20230921122216	0478
19683537146	16160892861	20230227224732	0453
14171709460	19313925217	20230508013738	0512
17336673697	18840172592	20230730222722	1426
19342117869	15781588029	20230518112620	0887
15781588029	19342117869	20230813101512	1341
14171709460	14930423697	20230218155422	0842
15305526350	17336673697	20230828093226	1441
17336673697	14930423697	20230703060931	0983
19602240179	18101213362	20230326043830	1472
15781588029	15305526350	20230731235708	0513
18101213362	14410679238	20230901192607	1165
19683537146	14930423697	20230227031434	1139
14171709460	19154926260	20230912231101	0844
19683537146	15781588029	20230807222724	1467
16160892861	19154926260	20230501153437	0112
15305526350	19154926260	20230207002631	0445
15280214634	15305526350	20231205063658	0171
15244749863	19342117869	20230106234954	1105
17885275338	14930423697	20230820094138	1078
16569963779	19342117869	20231122181432	0822
15244749863	17405139883	20230707124449	1043
18101213362	15647679901	20231115174402	1504
19683537146	16160892861	20231011161226	1767
14397114174	15781588029	20230124133237	0173
